gare de depart	gare d'arrivee	heure de depart	heure d'arrivee	prix	correspondance 1	correspondance 2	correspondance 3	correspondance 4
MARRAKECH	TANGER	12h50	18h10	325 DH	correspondance 1 : 15h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 16h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	13h50	19h10	345 DH	correspondance 1 : 16h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 17h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	15h50	21h10	325 DH	correspondance 1 : 18h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 19h00	pas de correspondance	pas de correspondance	pas de correspondance
MARRAKECH	TANGER	16h50	22h10	360 DH	correspondance 1 : 19h28 a Gare CASA VOYAGEURS - correspondance 32 Min - depart 20h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	ADDAKHLA SUPRATOURS	05h45	15h00	1045 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	correspondance 2 : 10h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 10h35	correspondance 3 : 13h14 a Gare MARRAKECH - correspondance 02h16 Min - depart 15h30	pas de correspondance
MARTIL	AGADIR (SUPRAT.)	05h45	18h15	520 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	correspondance 2 : 10h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 10h35	correspondance 3 : 13h14 a Gare MARRAKECH - correspondance 01h31 Min - depart 14h45	pas de correspondance
MARTIL	BENGUERIR	05h45	12h30	350 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	correspondance 2 : 10h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 10h35	pas de correspondance	pas de correspondance
MARTIL	BENGUERIR	09h45	16h30	350 DH	correspondance 1 : 11h25 a Gare TANGER VILLE - correspondance 35 Min - depart 12h00	correspondance 2 : 14h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 14h35	pas de correspondance	pas de correspondance
MARTIL	BENGUERIR	11h45	18h30	370 DH	correspondance 1 : 13h25 a Gare TANGER VILLE - correspondance 35 Min - depart 14h00	correspondance 2 : 16h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 16h35	pas de correspondance	pas de correspondance
MARTIL	BENGUERIR	13h45	20h30	360 DH	correspondance 1 : 15h25 a Gare TANGER VILLE - correspondance 35 Min - depart 16h00	correspondance 2 : 18h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 18h35	pas de correspondance	pas de correspondance
MARTIL	BENGUERIR	15h45	22h30	380 DH	correspondance 1 : 17h25 a Gare TANGER VILLE - correspondance 35 Min - depart 18h00	correspondance 2 : 20h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 20h35	pas de correspondance	pas de correspondance
MARTIL	CASA PORT							
MARTIL	CASA VOYAGEURS							
MARTIL	EL JADIDA							
MARTIL	ESSAOUIRA SUPRATOURS							
MARTIL	FES	05h45	11h17	270 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	correspondance 2 : 08h50 a Gare KENITRA - correspondance 12 Min - depart 09h02	pas de correspondance	pas de correspondance
MARTIL	FES	09h45	15h20	270 DH	correspondance 1 : 11h25 a Gare TANGER VILLE - correspondance 35 Min - depart 12h00	correspondance 2 : 12h50 a Gare KENITRA - correspondance 12 Min - depart 13h02	pas de correspondance	pas de correspondance
MARTIL	FES	11h45	17h22	270 DH	correspondance 1 : 13h25 a Gare TANGER VILLE - correspondance 35 Min - depart 14h00	correspondance 2 : 14h50 a Gare KENITRA - correspondance 12 Min - depart 15h02	pas de correspondance	pas de correspondance
MARTIL	FES	13h45	19h23	270 DH	correspondance 1 : 15h25 a Gare TANGER VILLE - correspondance 35 Min - depart 16h00	correspondance 2 : 16h50 a Gare KENITRA - correspondance 12 Min - depart 17h02	pas de correspondance	pas de correspondance
MARTIL	FES	15h45	21h23	270 DH	correspondance 1 : 17h25 a Gare TANGER VILLE - correspondance 35 Min - depart 18h00	correspondance 2 : 18h50 a Gare KENITRA - correspondance 12 Min - depart 19h02	pas de correspondance	pas de correspondance
MARTIL	FES	17h45	23h20	270 DH	correspondance 1 : 19h25 a Gare TANGER VILLE - correspondance 35 Min - depart 20h00	correspondance 2 : 20h50 a Gare KENITRA - correspondance 12 Min - depart 21h02	pas de correspondance	pas de correspondance
MARTIL	GUELMIMA							
MARTIL	KENITRA	05h45	08h50	190 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	KENITRA	09h45	12h50	190 DH	correspondance 1 : 11h25 a Gare TANGER VILLE - correspondance 35 Min - depart 12h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	KENITRA	11h45	14h50	200 DH	correspondance 1 : 13h25 a Gare TANGER VILLE - correspondance 35 Min - depart 14h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	KENITRA	13h45	16h50	190 DH	correspondance 1 : 15h25 a Gare TANGER VILLE - correspondance 35 Min - depart 16h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	KENITRA	15h45	18h50	200 DH	correspondance 1 : 17h25 a Gare TANGER VILLE - correspondance 35 Min - depart 18h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	KENITRA	17h45	20h50	200 DH	correspondance 1 : 19h25 a Gare TANGER VILLE - correspondance 35 Min - depart 20h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	KHOURIBGA							
MARTIL	LAAYOUNE SUPRATOURS	05h45	07h14	865 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	correspondance 2 : 10h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 10h35	correspondance 3 : 13h14 a Gare MARRAKECH - correspondance 02h16 Min - depart 15h30	pas de correspondance
MARTIL	MARRAKECH	05h45	13h14	385 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	correspondance 2 : 10h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 10h35	pas de correspondance	pas de correspondance
MARTIL	MARRAKECH	09h45	17h14	385 DH	correspondance 1 : 11h25 a Gare TANGER VILLE - correspondance 35 Min - depart 12h00	correspondance 2 : 14h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 14h35	pas de correspondance	pas de correspondance
MARTIL	MARRAKECH	11h45	19h14	405 DH	correspondance 1 : 13h25 a Gare TANGER VILLE - correspondance 35 Min - depart 14h00	correspondance 2 : 16h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 16h35	pas de correspondance	pas de correspondance
MARTIL	MARRAKECH	13h45	21h14	385 DH	correspondance 1 : 15h25 a Gare TANGER VILLE - correspondance 35 Min - depart 16h00	correspondance 2 : 18h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 18h35	pas de correspondance	pas de correspondance
MARTIL	MARRAKECH	15h45	23h14	405 DH	correspondance 1 : 17h25 a Gare TANGER VILLE - correspondance 35 Min - depart 18h00	correspondance 2 : 20h10 a Gare CASA VOYAGEURS - correspondance 25 Min - depart 20h35	pas de correspondance	pas de correspondance
MARTIL	MEKNES	05h45	10h37	250 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	correspondance 2 : 08h50 a Gare KENITRA - correspondance 12 Min - depart 09h02	pas de correspondance	pas de correspondance
MARTIL	MEKNES	09h45	14h37	250 DH	correspondance 1 : 11h25 a Gare TANGER VILLE - correspondance 35 Min - depart 12h00	correspondance 2 : 12h50 a Gare KENITRA - correspondance 12 Min - depart 13h02	pas de correspondance	pas de correspondance
MARTIL	MEKNES	11h45	16h37	260 DH	correspondance 1 : 13h25 a Gare TANGER VILLE - correspondance 35 Min - depart 14h00	correspondance 2 : 14h50 a Gare KENITRA - correspondance 12 Min - depart 15h02	pas de correspondance	pas de correspondance
MARTIL	MEKNES	13h45	18h40	250 DH	correspondance 1 : 15h25 a Gare TANGER VILLE - correspondance 35 Min - depart 16h00	correspondance 2 : 16h50 a Gare KENITRA - correspondance 12 Min - depart 17h02	pas de correspondance	pas de correspondance
MARTIL	MEKNES	15h45	20h37	260 DH	correspondance 1 : 17h25 a Gare TANGER VILLE - correspondance 35 Min - depart 18h00	correspondance 2 : 18h50 a Gare KENITRA - correspondance 12 Min - depart 19h02	pas de correspondance	pas de correspondance
MARTIL	MEKNES	17h45	22h37	260 DH	correspondance 1 : 19h25 a Gare TANGER VILLE - correspondance 35 Min - depart 20h00	correspondance 2 : 20h50 a Gare KENITRA - correspondance 12 Min - depart 21h02	pas de correspondance	pas de correspondance
MARTIL	MIDELT (SUPRAT.)							
MARTIL	MOHAMMEDIA							
MARTIL	OUJDA	05h45	10h57	262 DH	correspondance 1 : 07h25 a Gare TANGER VILLE - correspondance 35 Min - depart 08h00	correspondance 2 : 08h50 a Gare KENITRA - correspondance 12 Min - depart 09h02	pas de correspondance	pas de correspondance
MARTIL	OUJDA	09h45	14h58	262 DH	correspondance 1 : 11h25 a Gare TANGER VILLE - correspondance 35 Min - depart 12h00	correspondance 2 : 12h50 a Gare KENITRA - correspondance 12 Min - depart 13h02	pas de correspondance	pas de correspondance
MARTIL	OUJDA	11h45	17h00	268 DH	correspondance 1 : 13h25 a Gare TANGER VILLE - correspondance 35 Min - depart 14h00	correspondance 2 : 14h50 a Gare KENITRA - correspondance 12 Min - depart 15h02	pas de correspondance	pas de correspondance
MARTIL	OUJDA	13h45	19h01	262 DH	correspondance 1 : 15h25 a Gare TANGER VILLE - correspondance 35 Min - depart 16h00	correspondance 2 : 16h50 a Gare KENITRA - correspondance 12 Min - depart 17h02	pas de correspondance	pas de correspondance
MARTIL	OUJDA	15h45	21h01	268 DH	correspondance 1 : 17h25 a Gare TANGER VILLE - correspondance 35 Min - depart 18h00	correspondance 2 : 18h50 a Gare KENITRA - correspondance 12 Min - depart 19h02	pas de correspondance	pas de correspondance
MARTIL	OUJDA	17h45	22h58	268 DH	correspondance 1 : 19h25 a Gare TANGER VILLE - correspondance 35 Min - depart 20h00	correspondance 2 : 20h50 a Gare KENITRA - correspondance 12 Min - depart 21h02	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	05h40	06h09	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	05h45	06h14	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	07h45	08h14	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	09h45	10h14	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	11h45	12h14	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	13h45	14h14	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	14h45	15h14	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	15h45	16h14	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TETOUAN SUPRATOURS	17h45	18h14	20 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	RABAT AGDAL	05h40	09h20	265 DH	correspondance 1 : 06h50 a Gare TANGER VILLE - correspondance 01h10 Min - depart 08h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	RABAT AGDAL	07h45	11h20	265 DH	correspondance 1 : 09h25 a Gare TANGER VILLE - correspondance 35 Min - depart 10h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	RABAT AGDAL	13h45	17h20	265 DH	correspondance 1 : 15h25 a Gare TANGER VILLE - correspondance 35 Min - depart 16h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	RABAT AGDAL	14h45	18h20	265 DH	correspondance 1 : 16h25 a Gare TANGER VILLE - correspondance 35 Min - depart 17h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	RABAT AGDAL	15h45	19h20	265 DH	correspondance 1 : 17h25 a Gare TANGER VILLE - correspondance 35 Min - depart 18h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	RABAT AGDAL	17h45	21h20	265 DH	correspondance 1 : 19h25 a Gare TANGER VILLE - correspondance 35 Min - depart 20h00	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	RABAT VILLE	01h00	10h00	161 DH	correspondance 1 : 06h19 a Gare TANGER VILLE - correspondance 02h11 Min - depart 08h30	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	SAFI							
MARTIL	SALE	01h13	10h00	161 DH	correspondance 1 : 06h19 a Gare TANGER VILLE - correspondance 02h11 Min - depart 08h30	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	SETTAT	05h40	11h58	365 DH	correspondance 1 : 06h50 a Gare TANGER VILLE - correspondance 01h10 Min - depart 08h00	correspondance 2 : 10h10 a Gare CASA VOYAGEURS - correspondance 43 Min - depart 10h53	pas de correspondance	pas de correspondance
MARTIL	SETTAT	07h45	13h58	365 DH	correspondance 1 : 09h25 a Gare TANGER VILLE - correspondance 35 Min - depart 10h00	correspondance 2 : 12h10 a Gare CASA VOYAGEURS - correspondance 43 Min - depart 12h53	pas de correspondance	pas de correspondance
MARTIL	TANGER	05h40	06h50	60 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TANGER	07h45	09h25	60 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TANGER	13h45	15h25	60 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TANGER	14h45	16h25	60 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TANGER	15h45	17h25	60 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MARTIL	TANGER	17h45	19h25	60 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	ADDAKHLA SUPRATOURS	14h17	20h30	875 DH	correspondance 1 : 20h14 a Gare MARRAKECH - correspondance 46 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	AGADIR (SUPRAT.)	06h17	16h14	335 DH	correspondance 1 : 12h14 a Gare MARRAKECH - correspondance 31 Min - depart 12h45	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	AGADIR (SUPRAT.)	07h17	18h15	335 DH	correspondance 1 : 13h14 a Gare MARRAKECH - correspondance 01h31 Min - depart 14h45	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	AGADIR (SUPRAT.)	09h17	19h15	350 DH	correspondance 1 : 15h14 a Gare MARRAKECH - correspondance 31 Min - depart 15h45	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	AGADIR (SUPRAT.)	10h17	20h15	335 DH	correspondance 1 : 16h14 a Gare MARRAKECH - correspondance 31 Min - depart 16h45	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	AGADIR (SUPRAT.)	12h17	22h15	350 DH	correspondance 1 : 18h14 a Gare MARRAKECH - correspondance 31 Min - depart 18h45	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	AGADIR (SUPRAT.)	14h17	00h28	350 DH	correspondance 1 : 20h14 a Gare MARRAKECH - correspondance 46 Min - depart 21h00	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	AGADIR (SUPRAT.)	16h17	02h30	350 DH	correspondance 1 : 22h14 a Gare MARRAKECH - correspondance 31 Min - depart 22h45	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	05h30	10h30	155 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	06h17	11h30	186 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	07h17	12h30	171 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	08h17	13h30	171 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	09h17	14h30	171 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	10h17	15h30	171 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	11h17	16h30	186 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	12h17	17h30	186 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	13h17	18h30	186 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	14h17	19h30	186 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	15h17	20h30	186 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
MEKNES	BENGUERIR	16h17	21h30	186 DH	pas de correspondance	pas de correspondance	pas de correspondance	pas de correspondance
